41.03057	0.97884
41.19565	0.99471
41.36076	1
41.52591	0.98413
41.6911	0.94444
41.85633	0.92593
42.02159	0.88889
42.18688	0.84921
42.3522	0.7963
42.51755	0.74339
42.68293	0.70106
42.84833	0.66138
43.01375	0.61905
43.1792	0.57937
43.34467	0.56085
43.51015	0.53704
43.67565	0.51587
43.84116	0.49735
44.00669	0.47619
44.17222	0.45503
44.33777	0.43651
44.50332	0.41799
44.66888	0.40212
44.83444	0.39418
45	0.38624
45.16556	0.38095
45.33112	0.36772
45.49668	0.35979
45.66223	0.34921
45.82778	0.35185
45.99331	0.34656
46.15884	0.34656
46.32435	0.34127
46.48985	0.33862
46.65533	0.33862
