41.03057	1
41.19565	0.99184
41.36076	0.95714
41.52591	0.91837
41.6911	0.86327
41.85633	0.77755
42.02159	0.71429
42.18688	0.61429
42.3522	0.52857
42.51755	0.42857
42.68293	0.34898
42.84833	0.26735
43.01375	0.21837
43.1792	0.16327
43.34467	0.12653
43.51015	0.09184
43.67565	0.07551
43.84116	0.06327
44.00669	0.06327
44.17222	0.06327
44.33777	0.06327
44.50332	0.07143
44.66888	0.07755
44.83444	0.08163
45	0.09796
45.16556	0.10612
45.33112	0.12041
45.49668	0.13469
45.66223	0.1449
45.82778	0.1551
45.99331	0.17143
46.15884	0.17959
46.32435	0.1898
46.48985	0.19592
46.65533	0.20408
